LocationID,12,36,47,49,60,67,78,79,86,89,106,111,112,113,124,131,136,137,139,140,141,142,143,147,157,160,161,162,163,169,180,185,210,228,229,230,232,233,235,236,237,238,245,248,254,255,261,262
12,1.0,0.4398237797632878,0.0,0.7452406209361102,0.0,0.3057076156587064,0.0,0.8790282142652703,0.0,0.43482957528287147,0.7953160921012696,0.6723853106319742,0.5740921860174735,0.918617100576623,0.0,0.0,0.0,0.8162436061323983,0.0,0.605446544542795,0.605446544542795,0.6312129946581397,0.6312129946581397,0.01735165540861794,0.3267376446828705,0.0,0.7548376380732837,0.7149028854384376,0.7017545628095379,0.0,0.0,0.0,0.011427975691864711,0.6762846123278536,0.6277535672308323,0.7631153973664362,0.9376812862585686,0.7318803214031804,0.0,0.5770597301791116,0.5770597301791116,0.6083455134623714,0.0,0.0,0.0,0.713710322427819,0.9932583859904087,0.5408128793121236
36,0.4398237797632878,1.0,0.0,0.8807835455435307,0.0,0.262414303025962,0.0,0.6106910784304054,0.0,0.5735300709493307,0.6998277823709005,0.6792165348233767,0.829604951378998,0.44901340507685505,0.5268124279839721,0.0,0.0,0.4472123179686598,0.0,0.26928514544158877,0.31077134903887216,0.20933596183154357,0.20933596183154357,0.0,0.7477202912960703,0.4926034756311848,0.32115388716623317,0.4093831475721692,0.2943243540639944,0.0,0.7184693701549056,0.0,0.23186421368706633,0.5273084706970301,0.37751832743454994,0.37374668634976227,0.6919312084328793,0.46567752163456766,0.0,0.2113922402221926,0.2113922402221926,0.21639884753610583,0.0,0.0,0.0,0.8751853283365696,0.3937912569108635,0.23785231480758418
47,0.0,0.0,1.0,0.0,0.9803024805682714,0.0,0.9920368233276804,0.19959148028089846,0.0,0.0,0.0,0.0,0.0909239188103732,0.2912090515064172,0.0,0.0,0.9015115562466065,0.4170218387024234,0.0,0.6085802700403931,0.6085802700403931,0.5502185002707398,0.5502185002707398,0.9489663373905657,0.0,0.0,0.4624388856808266,0.5802609606978026,0.56830007361934,0.9834904872259593,0.0,0.8922337148922439,0.0,0.0,0.5602989623197296,0.5829762983226099,0.08649928740257185,0.46209772608115585,0.9617915228478382,0.5802609606978026,0.5802609606978026,0.6114719426769479,0.0,0.9722295191666146,0.8574403321139736,0.0,0.013604738431058028,0.5440904901886974
49,0.7452406209361102,0.8807835455435307,0.0,1.0,0.0,0.601911758655443,0.0,0.7387629794347406,0.0,0.8465771819723031,0.9433383231319552,0.912985781046955,0.8301167718089775,0.6876651954119719,0.15377346605919406,0.0,0.0,0.589264961671103,0.0,0.32691482429098273,0.32691482429098273,0.30579648287913463,0.30579648287913463,0.0,0.6112377355580403,0.4823116618409815,0.42567963989331736,0.4768933374890645,0.38977327172323006,0.0,0.3762030338704323,0.0,0.5071113202494648,0.8144179426616536,0.3838257137162504,0.4672952123341916,0.840876823100905,0.5062755578427351,0.0,0.26928514544158877,0.26928514544158877,0.2865786341950669,0.0,0.0,0.0,0.9115081491033221,0.6773118606211834,0.244285919386537
60,0.0,0.0,0.9803024805682714,0.0,1.0,0.0,0.985337435022611,0.1701947584696073,0.0,0.0,0.0,0.0,0.061872507091857765,0.2618787705765939,0.0,0.0,0.8463596171807242,0.3883746879005754,0.0,0.582577314773802,0.582577314773802,0.5231705997157226,0.5231705997157226,0.9885650605793572,0.024856213588492215,0.0,0.434226226838895,0.5537214441263287,0.5415509027389331,0.9596911556069376,0.0,0.9007977697731029,0.0,0.0,0.5334149430575721,0.5564857494295035,0.057471210759399316,0.4338813988669463,0.9186985994167629,0.5537214441263287,0.5537214441263287,0.5855270775246106,0.0,0.9832638581581687,0.8779989223646114,0.0,0.0,0.5169461789292957
67,0.3057076156587064,0.262414303025962,0.0,0.601911758655443,0.0,1.0,0.0,0.10501462260909267,0.0,0.8185879883520284,0.6982544541228963,0.7969121296277724,0.11442436872625272,0.04078311078833785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7332486831861522,0.8944971550506811,0.0,0.0,0.2525933023807645,0.0,0.0,0.0,0.0,0.0,0.23847787197528136,0.0,0.0,0.25295053027163794,0.33895046219809855,0.0
78,0.0,0.0,0.9920368233276804,0.0,0.985337435022611,0.0,1.0,0.11646766544226006,0.0,0.0,0.0,0.0,0.009078474475331832,0.20799492148716592,0.0,0.0,0.9229632061321114,0.3353247474038825,0.0,0.5336620548638034,0.5336620548638034,0.47256633701850914,0.47256633701850914,0.9585762667651985,0.0,0.0,0.3818119507353508,0.503933541953417,0.49142495213502535,0.9849982574267555,0.0,0.9400666378795348,0.0,0.0,0.48307255994194875,0.5067770578689823,0.004731442810530506,0.38146162513603565,0.9640857240039686,0.503933541953417,0.503933541953417,0.5367068665173209,0.0,0.9939404778335534,0.9129016570628947,0.0,0.0,0.4661884891585497
79,0.8790282142652703,0.6106910784304054,0.19959148028089846,0.7387629794347406,0.1701947584696073,0.10501462260909267,0.11646766544226006,1.0,0.0,0.42593899291588855,0.7113196244757563,0.5418788088538615,0.7382881890684303,0.9529387424569316,0.0,0.0,0.0,0.967528637280878,0.0,0.837268223599765,0.837268223599765,0.7748709104798859,0.7748709104798859,0.22784181772889567,0.5156987931181554,0.16742688474759926,0.8483128405760685,0.8972841145926773,0.8322704826787657,0.204329483879798,0.0,0.0,0.002473012289636145,0.45107027891203155,0.843025081540137,0.8796146127946585,0.9851950908037175,0.9460535084982349,0.19959148028089846,0.775573677255381,0.775573677255381,0.7778038314465574,0.0,0.053865084874466174,0.0,0.8510611382047162,0.8511148057939508,0.8030627799685095
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0141273459028175,0.0,0.0,0.0,0.4984022260530352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
